mission,id,star_id,label,period_days,duration_hours,depth_ppm,planet_radius_re,stellar_teff_k,stellar_logg_cgs,stellar_radius_rsun,mag_kepler,mag_tess,insolation_earth,eqt_k,snr_like,period_errw,duration_errw,depth_errw,prad_errw,teff_errw,logg_errw,srad_errw,insol_errw,eqt_errw,period_days__missing,duration_hours__missing,depth_ppm__missing,planet_radius_re__missing,stellar_teff_k__missing,stellar_logg_cgs__missing,stellar_radius_rsun__missing,mag_kepler__missing,mag_tess__missing,insolation_earth__missing,eqt_k__missing,snr_like__missing,period_errw__missing,duration_errw__missing,depth_errw__missing,prad_errw__missing,teff_errw__missing,logg_errw__missing,srad_errw__missing,insol_errw__missing,eqt_errw__missing,log_period,log_duration_h,log_depth_ppm,duty_cycle,depth_per_hour,star_multiplicity,depth_ppm__rank_in_star,snr_like__rank_in_star,period_days__rank_in_star,star_depth_mean,star_depth_std,star_depth_cv,depth_over_radii_model,snr_proxy,eqt_over_teff,log_depth_over_radii_model,log_snr_proxy
TESS,77490011,77490011,Candidate,2.6881318,0.9223764,22717.9494983,3.537073,3244.0,5.01029,0.232947,0.0,14.1398,10.8896046,463.3111771,0.0,0.00043,0.182061,3293.2898,0.6149392,314.0,0.034216,0.0140044,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3051200425828922,0.6535621290435024,10.030954634895531,0.0142970482325308,24629.80351437873,1,1.0,1.0,1.0,22717.9494983,0.0,0.0,1.1723404058273978,6.898253988549687,0.1428209547163995,0.7758051143899216,2.066641720938124
Kepler,6863158,6863158,Candidate,1.99469354,5.297,75.1,0.46,3799.0,4.738,0.51,15.846,0.0,78.2,758.0,8.9,9.982e-05,1.104,20.4,0.05,136.0,0.0569999999999999,0.059,29.01,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0968419024588465,1.8400733295066056,4.33204826486764,0.1106477405713828,14.177836511232773,1,1.0,1.0,1.0,75.1,0.0,0.0,1.0983051811400462,3.681372549019608,0.1995261911029218,0.7411299622838925,1.543591346636514
TESS,K2-43:K2-43 c,K2-43,Planet,2.19945,0.0,0.0,2.6,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,1.1,0.0,0.0,0.08,0.0,0.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.1629789200334804,9.999995000003334e-07,9.999999995e-10,1.8944129971886916e-08,0.001,8,4.5,4.5,2.0,0.0,0.0,0.0,6.548945565162129e-13,0.0,0.0,9.999999995e-10,9.999999995e-10
TESS,437261733,437261733,Planet,5.4161129,3.385,14310.0,13.3752,5652.0,4.36,1.1,0.0,13.2958,232.397,1087.0,0.0,3.3e-05,0.184,9.18498,0.0,244.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8588124670428108,1.4781896258241465,9.568783751310876,0.0260411238227081,4227.474150664698,1,1.0,1.0,1.0,14310.0,0.0,0.0,1.151550109736989,1557.9783516131772,0.1923213021939136,0.7661885636304494,7.3517859828889955
TESS,HIP 116454:HIP 116454 b,HIP 116454,Planet,9.1004157,0.0,0.0,2.469,5048.0,4.582,0.758,0.0,0.0,51.2858,753.2,0.0,8.599999999999999e-06,0.0,0.0,0.191,157.0,0.061,0.046,4.481999999999999,14.0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2.312576581416071,9.999995000003334e-07,9.999999995e-10,4.5785454247619336e-09,0.001,5,3.0,3.0,3.0,0.0,0.0,0.0,1.1213847298290892e-12,0.0,0.1492076069730586,9.999999995e-10,9.999999995e-10
TESS,K2-37:K2-37 c,K2-37,Planet,6.43032491,0.0,0.0,0.0,4927.0,4.47902,0.858018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.52,0.174755,0.112161,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2.005569587248663,9.999995000003334e-07,9.999999995e-10,6.479714050198229e-09,0.001,19,10.0,10.0,13.0,0.0,0.0,0.0,8.758932997348872,0.0,0.0,2.278183070406569,9.999999995e-10
TESS,10792081,10792081,Candidate,10.1694553,4.534,852.0,2.48528,5856.0,4.45,1.01,0.0,10.0223,180.213,1020.0,0.0,0.0001088,1.532,87.1242,0.325356,281.8,0.16,0.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.413182847344184,1.7109108813647342,6.748759547491679,0.0185768717294688,187.91354212615792,1,1.0,1.0,1.0,852.0,0.0,0.0,1.6741335468885483,9.779142878786836,0.1741803278688524,0.9836254201733232,2.377613052003118
Kepler,4996558,4996558,False Positive,3.017155419,13.3898,1381.8,38.71,5893.0,4.175,1.302,13.871,0.0,1155.07,1486.0,223.5,1.0644e-05,0.1768,15.8,21.56,373.0,0.471,0.7250000000000001,1572.8000000000002,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3905740449448505,2.666519622262037,7.231865708047469,0.1849120299935511,103.19795665357212,1,1.0,1.0,1.0,1381.8,0.0,0.0,0.0185985557417029,87.45569620253164,0.2521635839131173,0.0184277175817375,4.482501818786925
Kepler,8612847,8612847,Candidate,14.13175309,4.0136,1033.0,3.02,5616.0,4.564,0.822,15.762,0.0,49.18,675.0,40.1,8.924e-05,0.1644,59.4,1.01,338.0,0.199,0.276,50.24,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7167953895612635,1.6121542199283287,6.941190055068375,0.0118338703109433,257.3749252541359,1,1.0,1.0,1.0,1033.0,0.0,0.0,0.9105178771938132,17.39057239057239,0.1201923076923077,0.6473743451988099,2.911838163230951
Kepler,2697169,2697169,False Positive,14.71266408,4.21,0.0,0.0,0.0,0.0,0.0,15.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2.754467016503051,1.6505798557652755,9.999999995e-10,0.0119228350292537,2.3752969121140143e-10,1,1.0,1.0,1.0,0.0,0.0,0.0,1.1897573776e-11,0.0,0.0,9.999999995e-10,9.999999995e-10
TESS,466966249,466966249,Candidate,5.5698339,3.807,4318.0,8.79181,6500.0,4.22,1.48,0.0,12.0776,1060.74,1589.0,0.0,0.000107,2.928,881.602,1.606974,255.4,0.18,0.16,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8824885505939817,1.5700731889118236,8.3707791729607,0.0284793052805398,1134.2264250065668,1,1.0,1.0,1.0,4318.0,0.0,0.0,1.4558206903807835,4.897901774270022,0.2444615384615384,0.8984609988170111,1.7745966561801452
K2,273695332,273695332,Candidate,6.9309657,5.2921448,6887.4200394,13.513657,5847.0,4.3,1.59136,0.0,12.0599,586.1868131,1254.9567552,0.0,6.4e-05,0.2141114,244.80266,1.3805154,11693.2,0.0,0.146829,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0707748062904185,1.8393019982815144,8.83759702557813,0.0318146190412301,1301.442099505667,1,1.0,1.0,1.0,6887.4200394,0.0,0.0,1.1363341753626184,28.13458007114792,0.214632590251411,0.7590913580008606,3.371925787281896
TESS,139285736,139285736,False Positive,1.55028,1.571,23529.8,14.723,5039.5,0.0,0.87,0.0,11.9969,1769.75,1806.0,0.0,0.0001,0.17,4513.4,9.16528,161.0,0.0,0.06,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.936203157063894,0.9442949282837524,10.06606548029347,0.0422235553147388,14977.59388924252,1,1.0,1.0,1.0,23529.8,0.0,0.0,0.9775129583783672,5.213320335002438,0.3583688858021629,0.6818399735476162,1.8266954285811017
TESS,1525480,1525480,Candidate,5.5094951,2.892,7700.0,8.55825,5519.0,4.45,0.97,0.0,12.2668,165.972,999.0,0.0,3.4e-05,0.444,10.08342,1.05942,254.0,0.16,0.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.8732618956090448,1.3589231643237587,8.94910546953925,0.0218713326380851,2662.5172890733056,1,1.0,1.0,1.0,7700.0,0.0,0.0,1.1768542029429403,763.6298002066759,0.1810110527269433,0.7778808084630651,6.639391795400373
K2,232624234,232624234,Candidate,26.7159918,4.7591848,1252.0071238,2.7358038,4741.1,4.54,0.773317,0.0,12.1235,10.605918,460.2637972,0.0,0.0006164,1.816457,295.56644,3.3828608,295.0,0.2,0.1293468,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.322009567907103,1.7507959369140211,7.133301640274959,0.0074224969131285,263.0717604830138,2,1.0,1.5,2.0,1150.0035619,144.25482064934354,0.1254385859562123,1.190173906578305,4.235958330722528,0.0970795379131425,0.7839809500721365,1.6555498897888148
TESS,K2-344:K2-344 b,K2-344,Planet,3.35585,0.0,0.0,1.59,4374.0,4.76,0.49,0.0,0.0,0.0,722.0,0.0,0.000184,0.0,0.0,0.15,72.0,0.02,0.02,0.0,17.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1.4715197692160988,9.999995000003334e-07,9.999999995e-10,1.2416129048278874e-08,0.001,3,2.0,2.0,2.0,0.0,0.0,0.0,1.129942432505676e-12,0.0,0.16506630086877,9.999999995e-10,9.999999995e-10
Kepler,11662440,11662440,False Positive,13.639480425,3.12422,81103.0,44.0,5461.0,4.517,0.846,15.852,0.0,50.51,680.0,664.1,3.946e-06,0.01068,216.0,13.99,344.0,0.2,0.269,49.06,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6837220178077485,1.4168769109976136,11.303487560712131,0.0095440463475963,25959.43947609323,1,1.0,1.0,1.0,81103.0,0.0,0.0,0.3567226607276639,375.4768518518519,0.1245193188060794,0.3050719831983105,5.930856562884623
Kepler,6105359,6105359,False Positive,235.544698,8.93,299.3,2.13,5533.0,4.244,1.255,14.489,0.0,2.36,316.0,9.2,0.016458,1.65,71.8,1.1,332.0,0.38,0.65,3.05,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.466137187959973,2.295560478057081,5.7047819749892845,0.0015796718690451,33.51623740201568,1,1.0,1.0,1.0,299.3,0.0,0.0,1.2362131758839163,4.168523676880223,0.0571118742092897,0.8047838888003104,1.6425870920123735
TESS,307366709,307366709,Candidate,4.0874138,2.061,7470.0,17.2785,5881.0,3.94,1.83,0.0,13.0077,334.64,1191.0,0.0,1.54e-05,0.638,22.189,0.0,244.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6267696071362274,1.1187416599632751,8.918784137975802,0.0210096173771297,3624.454148471616,1,1.0,1.0,1.0,7470.0,0.0,0.0,0.9969402104337732,336.6532966785344,0.202516578813127,0.6916161142928242,5.822019619570209
K2,267536225,267536225,Candidate,7.5010022,3.977,2550.0,7.05091,5673.0,4.21,1.31,0.0,12.5519,534.505,1339.0,0.0,0.0001858,2.344,24.0684,1.217668,251.0,0.16,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.1401840624282715,1.604827299876417,7.844240718141811,0.022091492431949,641.1868242393764,1,1.0,1.0,1.0,2550.0,0.0,0.0,1.0472511254748564,105.9480480630204,0.2360303190551736,0.7164979789176035,4.672343184431714
K2,EPIC 212012387:EPIC 212012387.01,EPIC 212012387,False Positive,3.244126,0.0,0.0,0.0,4274.11,4.27547,0.987047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.46,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.4455359092836952,9.999995000003334e-07,9.999999995e-10,1.2843726373965332e-08,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,11.591351407173672,0.0,0.0,2.5330101820236126,9.999999995e-10
TESS,435719275,435719275,Candidate,4.4274169,5.435,10600.0,19.9341,6812.0,4.04,1.92,0.0,11.9275,1995.4,1861.0,0.0,3.6e-05,0.41,7.02708,1.976194,384.8,0.18,0.18,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6914633117364684,1.86175184104809,9.268703615273097,0.0511490872552194,1950.321987120516,1,1.0,1.0,1.0,10600.0,0.0,0.0,1.1699666006898424,1508.4501670679713,0.2731943628890194,0.7747117760467501,7.319500735728801
TESS,115771549,115771549,Candidate,4.7182888,4.046,3000.0,15.2763,6112.0,0.0,2.74,0.0,8.3764,876.886,1516.0,0.0,6.6e-06,0.488,110.9376,2.59364,509.2,0.0,0.46,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7436695997950151,1.618595850218866,8.006700845440367,0.0357297614621074,741.4730598121602,1,1.0,1.0,1.0,3000.0,0.0,0.0,1.1482710873067723,27.042229145032884,0.2480366492146596,0.7646633732024796,3.3337115577594867
TESS,21549805,21549805,Candidate,4.2441117,3.771,7540.0,14.06,6034.0,4.1,1.57,0.0,12.7279,671.867,1418.0,0.0,3.06e-05,0.448,5.57986,1.56453,254.0,0.16,0.16,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6571058662085438,1.56255592653397,8.928110078202646,0.0370218813986446,1999.4696367011404,1,1.0,1.0,1.0,7540.0,0.0,0.0,1.118557761936177,1351.2883835795162,0.2350016572754391,0.750735556200709,7.209553535321525
K2,EPIC 215894766:EPIC 215894766.01,EPIC 215894766,Candidate,0.0,0.0,0.0,57.0,0.0,0.0,1.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.161,0.0,0.0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,9.999995000003334e-07,9.999995000003334e-07,9.999999995e-10,0.0416666666666666,0.001,1,1.0,1.0,1.0,0.0,0.0,0.0,8.594611016941404e-15,0.0,0.0,9.999999995e-10,9.999999995e-10
K2,264295655,264295655,Candidate,2.7741864,2.005,1910.0,3.6487,5636.0,4.61,0.82,0.0,12.4222,393.387,1240.0,0.0,2.22e-05,0.49,4.05992,0.448866,255.8,0.16,0.08,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3281848362937223,1.1002775679871708,7.555381944240273,0.0301139341850521,952.6184538653368,1,1.0,1.0,1.0,1910.0,0.0,0.0,1.1477390687498437,470.45261975605433,0.2200141944641589,0.7644156928943227,6.155818608701963
Kepler,7870282,7870282,False Positive,0.580725004,2.071,105.2,0.85,5471.0,4.53,0.841,15.236,0.0,3355.68,1939.0,18.0,5.072e-06,0.238,14.2,0.27,311.0,0.1999999999999999,0.267,3178.64,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.457883605084449,1.1220032414586854,4.665324108807838,0.1485929933656975,50.79671656204732,1,1.0,1.0,1.0,105.2,0.0,0.0,1.2252600868528627,7.408450704225353,0.3544141838786327,0.7998738017543316,2.129237236351287
K2,299780329,299780329,Candidate,1.6024387,1.0090014,1372.6016905,5.5640916,5435.9,4.2,1.39294,0.0,10.9679,2819.6338493,1858.5229504,0.0,1.5e-05,0.3650732,163.29548,2.6316318,11134.0,0.2,0.1174622,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9564489669548448,0.6976377826966661,7.225191540290138,0.0262360894054792,1360.3565768095068,1,1.0,1.0,1.0,1372.6016905,0.0,0.0,1.023479653905037,8.405631867458915,0.3418979286594676,0.7048186303808538,2.2413086447023938
TESS,120610833,120610833,Planet,3.1260778,1.7185367,11383.7527081,10.9257115,5100.0,4.4651,0.874706,0.0,11.5005,328.1564535,1085.5253926,0.0,4.6e-06,0.054003,432.25058,1.4590896,0.0,0.0,0.1135526,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.417327270506188,1.0000937576046751,9.34003025740994,0.0229059225056181,6624.0963652972905,1,1.0,1.0,1.0,11383.7527081,0.0,0.0,0.8680977157955732,26.336003315715622,0.2128481161960784,0.6249206488215796,3.308204636107819
Kepler,6975129,6975129,Candidate,19.74733983,3.4444,480.7,2.62,6243.0,4.406,1.149,12.949,0.0,76.57,754.0,47.1,8.632e-05,0.1292,22.2,0.61,235.0,0.162,0.268,50.39,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.032418037494406,1.4916448767277166,6.177321513636175,0.0072676455614865,139.55986528858438,3,1.0,1.0,2.0,264.1666666666667,202.60282163221052,0.7669507443490621,1.09994255208746,21.653153153153152,0.1207752683004965,0.7419099882063624,3.1202990542996853
Kepler,9644683,9644683,False Positive,0.585940879,4.6979,1943.6,26.57,5459.0,4.583,0.797,15.912,0.0,2897.54,1873.0,189.9,8.7e-07,0.1326,27.2,7.77,382.0,0.16,0.233,2733.08,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4611778457208856,1.740097685904163,7.572811579375557,0.3340709623595546,413.716767066136,1,1.0,1.0,1.0,1943.6,0.0,0.0,0.0208064904222632,71.45588235294117,0.3431031324418391,0.0205929917604551,4.2829778573678565
TESS,6276559,6276559,Candidate,5.436841,2.335,2660.0,7.79881,7980.0,4.37685,1.49,0.0,11.7664,560.394,1355.0,0.0,9.08e-05,0.772,15.51002,1.102478,274.782,0.158218,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.862037891817759,1.204472679367587,7.886457270977689,0.0178948890847951,1139.186295503212,1,1.0,1.0,1.0,2660.0,0.0,0.0,1.1551965951738743,171.5020354583682,0.1697994987468671,0.767881946853614,5.150409036160454
Kepler,5474733,5474733,False Positive,0.883778461,1.6339,120.1,1.09,5975.0,4.453,0.949,14.063,0.0,3316.4,1934.0,31.7,4.332e-06,0.129,9.2,0.46,340.0,0.27,0.396,3909.87,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6332795795372002,0.968465637528264,4.796616650559047,0.0770319369286673,73.5051104718771,1,1.0,1.0,1.0,120.1,0.0,0.0,1.083130643475085,13.054347826086955,0.3236820083682008,0.7338718792151521,2.6429318017228174
TESS,K2-269:K2-269 b,K2-269,Planet,4.144,0.0,0.0,0.0,6177.44,4.16002,1.49612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.5,0.188226,0.196191,0.0,0.0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.6378309869353185,9.999995000003334e-07,9.999999995e-10,1.0054697554697554e-08,0.001,4,2.5,2.5,1.0,0.0,0.0,0.0,26.63123234808201,0.0,0.0,3.318946739753289,9.999999995e-10
TESS,434270112,434270112,Candidate,1.2433877,1.65,2757.0,8.07577,6488.0,4.22,1.47,0.0,13.2252,2274.15,1923.0,0.0,8.2e-06,0.56,494.082,0.0,244.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8079870894645574,0.9745596399981308,7.922261058353247,0.0552924884169273,1670.909090909091,1,1.0,1.0,1.0,2757.0,0.0,0.0,1.0868308534008222,5.580045417562267,0.2963933415536375,0.7356465770869077,1.8840416476784907
Kepler,9938836,9938836,Candidate,7.2681817,4.985,46.7,1.66,6297.0,3.89,2.219,13.729,0.0,1027.95,1444.0,9.7,0.000327,1.006,10.8,1.14,440.0,0.54,1.532,1526.47,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1124146178721928,1.7892563390099363,3.864931397894296,0.0285777573960944,9.368104312938817,1,1.0,1.0,1.0,46.7,0.0,0.0,0.9928273112204612,4.324074074074074,0.2293155470859139,0.6895543898199652,1.6722388136731308
K2,260647166,260647166,Planet,6.2036219,3.01098,548.9044399,2.056748,5723.87,4.438,0.864173,0.0,8.6522,162.1675094,910.1452592,0.0,3.94e-05,0.6064472,66.588868,1.6580844,99.134,0.0,0.077186,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.9745839412056327,1.3890356004877755,6.309744517494631,0.0202232666694274,182.3009252469296,4,3.0,2.5,2.0,739.058012425,382.4854013665928,0.5175309582418033,1.1529072473482989,8.243186231968984,0.1590087229793828,0.7668191367985376,2.223886656512963
Kepler,6774880,6774880,Candidate,34.3511339,4.4408,599.4,2.75,6091.0,4.487,0.967,14.998,0.0,26.1,576.0,28.8,0.0003024,0.1974,47.6,1.22,380.0,0.27,0.426,33.79,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.565330468207212,1.6939261088792918,6.397596099759307,0.0053865276724775,134.97568005764725,1,1.0,1.0,1.0,599.4,0.0,0.0,0.8817849976273536,12.592436974789916,0.0945657527499589,0.632220793206402,2.6095135332635264
Kepler,10973583,10973583,False Positive,6.256352128,2.3512,3289.3,30.76,5772.0,4.549,0.836,15.798,0.0,167.92,918.0,120.4,7.934e-06,0.0516,62.4,11.59,327.0,0.2299999999999999,0.315,184.99,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9818772408525307,1.209318490650688,8.098734025012615,0.0156587520430989,1398.9877509356925,1,1.0,1.0,1.0,3289.3,0.0,0.0,0.0289069175785355,52.71314102564103,0.159043659043659,0.0284969936528894,3.983657683414652
K2,EPIC 202071289:EPIC 202071289.01,EPIC 202071289,Candidate,3.0459383,0.0,0.0,19.0,5529.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1.3977134890000136,9.999995000003334e-07,9.999999995e-10,1.3679419135530968e-08,0.001,3,2.0,2.0,1.0,0.0,0.0,0.0,2.6105452044237124e-14,0.0,0.0,9.999999995e-10,9.999999995e-10
K2,299799658,299799658,Planet,4.1150576,1.08,487.0,2.30057,5394.0,4.50942,0.89,0.0,9.478,77.3573,826.0,0.0,1.12e-05,0.646,101.7096,0.33666,370.0,0.552154,0.1,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.6321886603372526,0.7323678937132266,6.190315405853148,0.0109354483883773,450.9259259259259,1,1.0,1.0,1.0,487.0,0.0,0.0,0.8671544889853652,4.788141925639271,0.1531331108639228,0.62441560831639,1.7558113291388373
Kepler,6148271,6148271,False Positive,1.78526527,6.2233,1733.1,41.19,6505.0,4.342,1.228,14.026,0.0,2563.99,1815.0,123.1,8.396e-05,0.1382,33.8,20.1,425.0,0.29,0.599,3569.3700000000003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0243431183944638,1.9773119121948448,7.458243825804503,0.1452468554808477,278.4856908714026,1,1.0,1.0,1.0,1733.1,0.0,0.0,0.0183271603002624,51.27514792899409,0.2790161414296694,0.0181612420388062,3.9565210751336313
TESS,306485267,306485267,Candidate,14.3540583,2.5122529,1053.0719668,2.8052104,5142.48,4.50291,0.86465,0.0,10.3991,38.4877433,635.2583194,0.0,0.0036034,1.2816658,263.66284,5.453004,215.228,0.1662718,0.107789,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.73137982345464,1.256257683430826,6.96041600646675,0.0072925163029793,419.1743461814692,1,1.0,1.0,1.0,1053.0719668,0.0,0.0,1.190326957690783,3.994009799788244,0.1235315099718424,0.784050828434124,1.6082391541680798
Kepler,3444098,3444098,False Positive,0.72359699,1.326,495.6,6.73,8855.0,3.818,2.858,14.338,0.0,114645.28,4699.0,14.8,4.942e-05,0.228,85.2,4.61,627.0,0.51,1.962,167683.87,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5444133804131615,0.8441500540964727,6.207784873074067,0.0763546570308425,373.7556561085973,1,1.0,1.0,1.0,495.6,0.0,0.0,1.0633690718301096,5.816901408450704,0.5306606437041219,0.7243401186361192,1.919405029675316
Kepler,4077526,4077526,Candidate,15.573637,5.326,468.1,2.94,6100.0,4.376,1.083,14.82,0.0,96.38,799.0,24.7,0.0002012,0.368,39.2,1.36,407.0,0.3,0.5,129.12,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8078133004131405,1.844668124883457,6.150815965334412,0.0142495081056959,87.88959819752161,4,2.0,2.0,3.0,412.875,156.44833811837057,0.3789242219034104,0.7557171882718318,11.941326530612244,0.130983606557377,0.5628774277273517,2.560425797776228
TESS,K2-32:K2-32 d,K2-32,Planet,31.71701,0.0,0.0,3.484,5271.0,4.49,0.86,0.0,0.0,0.0,550.0,0.0,0.00197,0.0,0.0,0.241,74.0,0.06,0.04,0.0,17.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,3.487895126140917,9.999995000003334e-07,9.999999995e-10,1.313700965717344e-09,0.001,35,18.0,18.0,32.0,0.0,0.0,0.0,7.249349136094673e-13,0.0,0.1043445266552836,9.999999995e-10,9.999999995e-10
TESS,453348525,453348525,Candidate,0.7729066,1.109,2850.0,6.51984,6125.0,4.35,1.19,0.0,12.7859,2135.77,1893.0,0.0,0.0004822,0.478,32.3206,1.35112,263.6,0.18,0.16,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5726203466294655,0.7462139014966376,7.955425088912672,0.0597851452340209,2569.882777276826,1,1.0,1.0,1.0,2850.0,0.0,0.0,1.1295964352261216,88.17905608187966,0.3090612244897959,0.7559324947401987,4.49064621472842
TESS,101569583,101569583,Candidate,0.9907914,1.5908957,4860.1048997,16.1327515,6273.8,4.0,1.82635,0.0,12.6167,10706.9470002,2594.395383,0.0,0.0001094,0.2231814,879.5282,10.243962,204.2,0.24,0.439468,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6885322481215229,0.9520036460418252,8.489021036672725,0.0669034075521177,3054.948793751847,1,1.0,1.0,1.0,4860.1048997,0.0,0.0,0.7410630833601031,5.525809064109599,0.4135285445822309,0.5544958941101473,1.87576494002163
TESS,K2-167:K2-167 b,K2-167,Planet,9.97748,0.0,0.0,2.3,6011.0,0.0,1.494,0.0,0.0,317.0,1174.0,0.0,0.0,0.0,0.0,0.35,120.0,0.0,0.07,54.0,48.0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2.395845901543627,9.999995000003334e-07,9.999999995e-10,4.1760711789616885e-09,0.001,7,4.0,4.0,2.0,0.0,0.0,0.0,5.020002453816246e-12,0.0,0.195308600898353,9.999999995e-10,9.999999995e-10
