pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-136 c,K2-136,1,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,17.30713,0.00027,-0.00027,0,0.1185,0.002,-0.0021,0,3,0.13,-0.13,0,0.26764253,0.01159784,-0.01159784,0,18.1,1.9,-1.8,0,0.05694897,0.00597807,-0.00566343,0,Mass,0.047,0.062,-0.034,0,11.91,0.57,-0.53,0,470,,,0,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500,125,-75,0,0.677,0.027,-0.027,0,0.742,0.039,-0.038,0,-0.02,0.08,-0.08,0,[M/H],4.68,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,4/10/2023,2023-04,4/10/2023
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=CIARDI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...10C/abstract target=ref>Ciardi et al. 2018</a>,17.3077,0.0013,-0.0013,0,0.11728,0.00048,-0.00048,0,3.03,0.53,-0.47,0,0.27031849,0.04728343,-0.04193059,0,,,,,,,,,,,,,,11.9,3.7,-3.2,0,,,,,0,<a refstr=CIARDI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...10C/abstract target=ref>Ciardi et al. 2018</a>,K5 V,4364,70,-70,0,0.71,0.1,-0.1,0,0.71,0.06,-0.06,0,0.15,0.09,-0.09,0,[Fe/H],4.63,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,11/9/2017,2018-01,11/9/2017
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,17.307013,0.000092,-0.000092,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CIARDI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...10C/abstract target=ref>Ciardi et al. 2018</a>,K5 V,4364,70,-70,0,0.71,0.1,-0.1,0,0.71,0.06,-0.06,0,0.15,0.09,-0.09,0,[Fe/H],4.63,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,3/4/2024,2023-03,3/4/2024
K2-136 c,K2-136,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.3070631,0.0000158,-0.0000158,0,,,,,3.7275,0.296614,-0.296614,0,0.33254585,0.02646217,-0.02646217,0,,,,,,,,,,,,,,31.2616,,,0,658,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4230.6,104.4,-104.4,0,0.77,0.06,-0.06,0,,,,,,,,,,4.48,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,7/23/2024,2017-07,7/23/2024
K2-136 d,K2-136,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MANN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155....4M/abstract target=ref>Mann et al. 2018</a>,25.575065,0.002418,-0.002357,0,,,,,1.45,0.11,-0.08,0,0.12936034,0.00981354,-0.00713712,0,,,,,,,,,,0.14,0.13,-0.09,0,,,,,373,18,-17,0,0,<a refstr=MANN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155....4M/abstract target=ref>Mann et al. 2018</a>,K5.5,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,0.15,0.03,-0.03,0,[Fe/H],4.66,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,11/9/2017,2018-01,11/9/2017
K2-136 d,K2-136,1,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,25.575,0.0024,-0.0023,0,0.1538,0.0026,-0.0027,0,1.565,0.077,-0.076,0,0.13962019,0.00686949,-0.00678028,0,3,,,1,0.00943906,,,1,Mass,0.071,0.063,-0.049,0,7.07,0.34,-0.32,0,420,,,0,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,,4500,125,-75,0,0.677,0.027,-0.027,0,0.742,0.039,-0.038,0,-0.02,0.08,-0.08,0,[M/H],4.68,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,4/10/2023,2023-04,4/10/2023
K2-136 d,K2-136,0,CONFIRMED,Mann et al. 2018,2,3,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..115L/abstract target=ref>Livingston et al. 2018</a>,25.5715,0.0038,-0.004,0,,,,,1.55,0.24,-0.21,0,0.13828174,0.02141137,-0.01873495,0,,,,,,,,,,0.75,,,1,,,,,,,,,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..115L/abstract target=ref>Livingston et al. 2018</a>,,4359,70,-70,0,0.723,0.072,-0.072,0,0.686,0.028,-0.028,0,0.17,0.12,-0.12,0,[Fe/H],4.537,0.086,-0.086,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,+22d52m57.24s,22.8825674,59.2474,0.1877,-0.1865,11.101,0.057,-0.057,8.368,0.019,-0.019,10.8545,0.000535,-0.000535,12/17/2018,2018-03,12/19/2018
K2-137 b,K2-137,0,CONFIRMED,Smith et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=SMITH_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5523S/abstract target=ref>Smith et al. 2018</a>,0.179715,0.000001,-0.000001,0,0.0058,0.0006,-0.0006,0,0.89,0.09,-0.09,0,0.07940048,0.00802926,-0.00802926,0,158.915,,,1,0.5,,,1,Mass,0,,,0,,,,,1471,47,-47,0,0,<a refstr=SMITH_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5523S/abstract target=ref>Smith et al. 2018</a>,M3 V,3492,70,-70,0,0.442,0.044,-0.044,0,0.463,0.052,-0.052,0,0.08,0.12,-0.12,0,[Fe/H],4.815,0.043,-0.043,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m28.90s,186.870426,-06d11m42.78s,-6.1952168,98.8765,0.6176,-0.6101,15.94,0.2,-0.2,10.882,0.023,-0.023,14.4345,0.000618,-0.000618,11/14/2017,2018-03,11/16/2017
K2-137 b,K2-137,1,CONFIRMED,Smith et al. 2018,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.179719,0.000028,-0.000028,0,,,,,0.64,0.1,-0.1,0,0.05709707,0.00892142,-0.00892142,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,3697,109,-109,0,0.29,0.06,-0.06,0,,,,,-0.059,0.18,-0.18,0,[Fe/H],5,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m28.90s,186.870426,-06d11m42.78s,-6.1952168,98.8765,0.6176,-0.6101,15.94,0.2,-0.2,10.882,0.023,-0.023,14.4345,0.000618,-0.000618,3/28/2022,2021-08,3/28/2022
K2-138 b,K2-138,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,2.35309,0.00022,-0.00022,0,0.03385,0.00023,-0.00029,0,1.51,0.11,-0.084,0,0.13471318,0.00981354,-0.00749398,0,3.1,1.05,-1.05,0,0.00975364,0.00330365,-0.00330365,0,Mass,0.048,0.054,-0.033,0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0,0.863,0.031,-0.018,0,0.935,0.019,-0.023,0,0.14,0.04,-0.04,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2019-11,3/18/2021
K2-138 b,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,2.35321,0.00037,-0.00036,0,0.0338,0.0034,-0.0031,0,1.49,0.15,-0.14,0,0.1329289,0.0133821,-0.01248996,0,,,,,,,,,,,,,,424.51,126.3,-98.15,0,1157,78,-74,0,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,G8 V,5283,122,-163,0,0.839,0.054,-0.051,0,0.916,0.078,-0.096,0,0.134,0.128,-0.176,0,[Fe/H],4.538,0.09,-0.159,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2021-05,3/4/2021
K2-138 b,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,2.35322,0.00036,-0.00036,0,0.0338,0.00024,-0.00024,0,1.57,0.28,-0.17,0,0.14006602,0.02497993,-0.01516638,0,,,,,,,,,,0.403,,,1,486,37,-35,0,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,K1 V,5378,60,-60,0,0.86,0.08,-0.08,0,0.93,0.06,-0.06,0,0.16,0.04,-0.04,0,[Fe/H],4.59,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2018-02,1/11/2018
K2-138 c,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,3.56015,0.00022,-0.00023,0,0.0442,0.0039,-0.0039,0,2.26,0.18,-0.17,0,0.2016237,0.01605852,-0.01516638,0,,,,,,,,,,,,,,248.95,70.82,-55.02,0,1012,65,-61,0,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,G8 V,5283,122,-163,0,0.839,0.054,-0.051,0,0.916,0.078,-0.096,0,0.134,0.128,-0.176,0,[Fe/H],4.538,0.09,-0.159,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2021-05,3/4/2021
K2-138 c,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,3.55987,0.00023,-0.00022,0,0.04454,0.00032,-0.00032,0,2.52,0.34,-0.16,0,0.22481934,0.03033277,-0.01427424,0,,,,,,,,,,0.296,,,1,279,21,-20,0,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,K1 V,5378,60,-60,0,0.86,0.08,-0.08,0,0.93,0.06,-0.06,0,0.16,0.04,-0.04,0,[Fe/H],4.59,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2018-02,1/11/2018
K2-138 c,K2-138,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,3.56004,0.00012,-0.00011,0,0.04461,0.0003,-0.00038,0,2.299,0.12,-0.087,0,0.20510304,0.01070568,-0.00776162,0,6.31,1.13,-1.23,0,0.01985338,0.00355536,-0.00386999,0,Mass,0.045,0.051,-0.032,0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0,0.863,0.031,-0.018,0,0.935,0.019,-0.023,0,0.14,0.04,-0.04,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2019-11,3/18/2021
K2-138 d,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,5.40484,0.00049,-0.00051,0,0.0575,0.005,-0.0049,0,2.46,0.19,-0.18,0,0.2194665,0.01695066,-0.01605852,0,,,,,,,,,,,,,,147.12,41.3,-32.19,0,888,57,-53,0,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,G8 V,5283,122,-163,0,0.839,0.054,-0.051,0,0.916,0.078,-0.096,0,0.134,0.128,-0.176,0,[Fe/H],4.538,0.09,-0.159,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2021-05,3/4/2021
K2-138 d,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,5.40478,0.00048,-0.00046,0,0.05883,0.00042,-0.00042,0,2.66,0.39,-0.18,0,0.23730931,0.03479347,-0.01605852,0,,,,,,,,,,0.348,,,1,160,12,-11,0,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,K1 V,5378,60,-60,0,0.86,0.08,-0.08,0,0.93,0.06,-0.06,0,0.16,0.04,-0.04,0,[Fe/H],4.59,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2018-02,1/11/2018
K2-138 d,K2-138,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,5.40479,0.00021,-0.00021,0,0.05893,0.0004,-0.0005,0,2.39,0.104,-0.084,0,0.21322152,0.00927826,-0.00749398,0,7.92,1.39,-1.35,0,0.02491898,0.00437341,-0.00424755,0,Mass,0.043,0.041,-0.03,0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0,0.863,0.031,-0.018,0,0.935,0.019,-0.023,0,0.14,0.04,-0.04,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2019-11,3/18/2021
K2-138 e,K2-138,1,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,8.26146,0.00021,-0.00022,0,0.0782,0.00053,-0.00066,0,3.39,0.156,-0.11,0,0.30243554,0.01391739,-0.00981354,0,12.97,1.98,-1.99,0,0.04080798,0.00622975,-0.00626121,0,Mass,0.077,0.048,-0.049,0,,,,,,,,,0,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,5356.3,41.8,-13.1,0,0.863,0.031,-0.018,0,0.935,0.019,-0.023,0,0.14,0.04,-0.04,0,[M/H],4.54,0.02,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2019-11,3/18/2021
K2-138 e,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,8.26144,0.00045,-0.00044,0,0.07807,0.00056,-0.00056,0,3.29,0.35,-0.18,0,0.29351414,0.03122491,-0.01605852,0,,,,,,,,,,0.315,,,1,91.1,7,-6.6,0,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,K1 V,5378,60,-60,0,0.86,0.08,-0.08,0,0.93,0.06,-0.06,0,0.16,0.04,-0.04,0,[Fe/H],4.59,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2018-02,1/11/2018
K2-138 e,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,8.2616616,0.000019,-0.000019,0,,,,,3.30997,0.197543,-0.197543,0,0.29529625,0.01762364,-0.01762364,0,,,,,,,,,,,,,,66.2634,,,0,794,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5281,128.8,-128.8,0,0.86,0.05,-0.05,0,,,,,,,,,,4.53,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,12/14/2023,2017-07,12/14/2023
K2-138 e,K2-138,0,CONFIRMED,Christiansen et al. 2018,1,6,Transit,2017,K2,Published Confirmed,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,8.26147,0.00052,-0.00053,0,0.0792,0.0076,-0.0077,0,3.11,0.24,-0.22,0,0.27745562,0.02141137,-0.01962709,0,,,,,,,,,,,,,,77.79,23.51,-17.73,0,757,52,-47,0,0,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,G8 V,5283,122,-163,0,0.839,0.054,-0.051,0,0.916,0.078,-0.096,0,0.134,0.128,-0.176,0,[Fe/H],4.538,0.09,-0.159,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m47.77s,348.9490311,-10d50m59.06s,-10.8497391,202.585,2.028,-1.989,12.246,0.092,-0.092,10.305,0.021,-0.021,12.0252,0.000364,-0.000364,3/12/2021,2021-05,3/4/2021
